CompanyCode,Category,ThisMonthRevenue,PreviousMonthRevenue,ThisMonthRevenueOfLastYear,RevenueGrowthRateFromLastMonth,RevenueGrowthRateInTheSameMonthLastYear,CumulativeRevenues,CumulativeRevenuesLastYear,GrowthRateOfCumulativeRevenues,CapitalStock,DataYear,DataMonth
8481,其他,133259,147038,113427,-9.37104694024674,17.48437320920063,1089279,1002182,8.690736812275615,666018,2020,10
8482,其他,383748,335163,319904,14.49593183018412,19.957237171151345,3091444,3293165,-6.1254446710079815,1104440,2020,10
8488,其他,218030,313666,377688,-30.48975662009909,-42.27245768994514,2112965,3053278,-30.79683540116557,675000,2020,10
8499,其他,242262,250022,162858,-3.1037268720352613,48.756585491655315,1917601,1510965,26.912337479690127,513114,2020,10
8926,油電燃氣業,782726,595607,526107,31.416521296761122,48.776959819960574,7767642,4230890,83.59357014717943,5890485,2020,10
8940,觀光事業,147272,64885,135187,126.97387685905834,8.9394690317856,760533,1239522,-38.64304143048691,674910,2020,10
8996,電機機械,183936,164861,136884,11.570353206640744,34.37363022705355,1646159,1763918,-6.675990607273128,893840,2020,10
9105,存託憑證,10285127,9598332,8823024,7.155357826755733,16.571449879315754,79831034,87177529,-8.427051195727284,4148882,2020,10
912000,存託憑證,355787,287754,358633,23.64276430562216,-0.7935689130671187,3254789,3684641,-11.666048334152501,1063575,2020,10
912398,存託憑證,228260,491938,454657,-53.59984388276571,-49.7951202774839,2956718,3556073,-16.85440653214937,19067,2020,10
9802,其他,615697,906332,952002,-32.06716743974614,-35.326081247728474,8982111,10333625,-13.07879858229808,1861950,2020,10
9902,其他,26733,40816,67455,-34.50362602900823,-60.3691349788748,282319,165783,70.29430038061804,980496,2020,10
9904,其他,22934488,21105869,26894838,8.664030843743037,-14.725316434328404,204924504,261041349,-21.497301180434828,29467872,2020,10
9905,其他,471387,700705,540548,-32.72675376941795,-12.794608434403605,6236756,6882339,-9.380284813055564,3050000,2020,10
9906,建材營造,12,52759,11,-99.97725506548645,9.090909090909092,99924,16853,492.9152079748413,833439,2020,10
9907,其他,2363827,2984799,2282071,-20.804482981936136,3.5825353374193885,25407262,27254603,-6.778088090294326,15791453,2020,10
9908,油電燃氣業,268273,268691,310293,-0.1555690365512801,-13.5420392983406,2997607,3551025,-15.584739617434403,5163580,2020,10
9910,其他,5705763,6324316,6240078,-9.780551762435651,-8.562633351698487,57045849,61187678,-6.769057325561528,8816810,2020,10
9911,其他,595689,563113,520426,5.784984541291003,14.461806289462864,5165935,4788718,7.877202207354871,2211211,2020,10
9912,電腦及週邊設備業,55477,47184,55969,17.575873177348253,-0.8790580499919598,425996,490615,-13.171020046268461,538065,2020,10
9914,其他,2218109,2399648,2681725,-7.565234567736602,-17.28797695513149,22381394,23587266,-5.112385640624903,2989838,2020,10
9917,其他,1132564,1185105,1088317,-4.43344682538678,4.065635288247817,11302567,11090432,1.9127749036286412,4511970,2020,10
9918,油電燃氣業,128697,103582,144354,24.246490703017894,-10.846252961469721,1676660,1809264,-7.329168103715101,1805374,2020,10
9919,其他,420930,472726,354874,-10.956875653126756,18.613930578177047,4304826,3368797,27.785259842014817,1953627,2020,10
9921,其他,5704790,6448009,5574519,-11.526333167338944,2.336901174791941,58241197,53231564,9.41101974760689,3750646,2020,10
9924,其他,797361,884277,663342,-9.829046780590245,20.20360538003021,7419769,7265587,2.122085937447312,1884521,2020,10
9925,其他,588558,607014,596825,-3.040457057003628,-1.3851631550286936,5981460,5881006,1.7081091228269452,3874896,2020,10
9926,油電燃氣業,155560,175862,170653,-11.54427903697217,-8.8442629194916,1865364,2009473,-7.171482274208213,1795040,2020,10
9927,其他,669384,792545,903825,-15.539937795330234,-25.93876026885736,6972215,8134093,-14.284051092113161,2091481,2020,10
9928,其他,61844,66159,60097,-6.52216629634668,2.906967069903656,622080,585700,6.211371009049,1507245,2020,10
9929,其他,59241,60399,96774,-1.917250285600755,-38.78417756835513,624540,962001,-35.07906956437675,1012800,2020,10
9930,其他,812257,801136,812116,1.3881538215733658,0.017362051726600634,8146983,7820447,4.175413502578562,2485403,2020,10
9931,油電燃氣業,88595,91183,109434,-2.8382483576982547,-19.04252791636969,1036364,1220905,-15.115099045380273,1104305,2020,10
9933,其他,4533521,5200379,4199590,-12.823257689487633,7.951514314492606,43457380,47252610,-8.031789143499163,7633511,2020,10
9934,其他,1664846,1694772,1364908,-1.7657832439997831,21.974960949748997,13649678,14351149,-4.887908278284897,3581639,2020,10
9935,其他,635557,726229,505586,-12.485317991983244,25.7070013805762,5038727,4678693,7.695183248826114,1696233,2020,10
9937,油電燃氣業,1552056,1596320,1939357,-2.7728776185226023,-19.970588189796924,15178937,19134312,-20.671634287138204,3090430,2020,10
9938,其他,1215235,1308617,1254286,-7.135930528183571,-3.11340475776657,12219125,12863266,-5.007600713535738,2979639,2020,10
9939,其他,1319247,1735994,1455158,-24.00624656536832,-9.339947964413486,16630488,18587573,-10.528996980939901,2877858,2020,10
9940,其他,1293075,1165584,906193,10.937950417987892,42.693112835786636,10232455,10210888,0.2112157140495518,7368465,2020,10
9941,其他,2406671,2489928,2409458,-3.3437513052586265,-0.11566916709069013,24700782,23194026,6.496310731047728,4323013,2020,10
9942,其他,249351,252441,239693,-1.224048391505342,4.029320839573955,2306543,2492041,-7.443617500675149,831613,2020,10
9943,觀光事業,245611,215696,233957,13.869056449818265,4.9812572395782135,2294924,2520291,-8.942102320724073,1473176,2020,10
9944,其他,188346,187955,192624,0.20802851746428666,-2.220907052080737,1983152,2455241,-19.227806964774533,1091071,2020,10
9945,其他,1533763,1927387,1670152,-20.42267588190644,-8.166262711417883,14469275,14184034,2.011000537646765,15048809,2020,10
9946,建材營造,90579,81983,429148,10.485100569630287,-78.8932955530493,1313319,4310962,-69.53536124883496,3008208,2020,10
9955,其他,294426,210035,120083,40.17949389387483,145.18541342238285,2201751,1484729,48.29312285272262,1032082,2020,10
9958,鋼鐵工業,619864,630125,262459,-1.6284070620908548,136.17555503907278,5144039,1689825,204.41252792448918,2108290,2020,10
